FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Mathieu,Flamini,MID,CRY,4300000,0,8,0.126984126984127,2.953119232189E-08,1.86046511627907E-06,0,3525,0,4,0,0,0,0,0,1.9,151,-2,0,8,2,0.2,0,1,0,0,0,0,0,0.1,5535,0,0,0,0,237,64,0,0,33,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jon,Flanagan,DEF,BUR,4300000,0,8,0.126984126984127,2.953119232189E-08,1.86046511627907E-06,0,17000,2,4,0,0,0,0,0,1.9,101,-2,0,8,2,0.2,0,1,0,0,1,0,0,0.2,4405,0,67,0,0,315,29,0,0,51,Arsenal,Leicester,Watford,Chelsea,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ashley,Fletcher,FWD,WHU,5000000,1,12,0.19047619047619,3.80952380952381E-08,2.4E-06,0,10469,2,10,0,0,0,0,0,2.4,149,0,0,12,0,0.1,0,0.5,0,0,0,0,0,0.2,12173,0,0,0,0,310,108,0,0,20,Middlesbrough,Man City,Southampton,West Brom,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Darren,Fletcher,MID,WBA,4400000,2,54,2.6,5.90909090909091E-07,1.22727272727273E-05,0,442039,0,24,0,0,0,1,0,12.3,6823,-1,0,54,1,0.5,0,2,0,0,5,0,1,9.3,293629,0,403,0,0,1804,5024,0,0,240,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,3.3,1.9,2.2,1.3,2.5,2.1,1.5,1.6,1.8,1.9,2.4,1.6,1.3,2.9,1.6,1.8,1.9
Michael,Folivi,FWD,WAT,4500000,0,1,0.0158730158730159,3.52733686067019E-09,2.22222222222222E-07,0,100,0,0,0,0,0,0,0,0.2,24,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,272,0,0,0,0,10,38,0,0,2,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose,Fonte,DEF,SOU,5300000,0,58,3.4,6.41509433962264E-07,1.09433962264151E-05,0,183573,2,21,0,0,0,0,0,10.9,6637,-2,1,58,2,0,0,0.2,6,0,7,0,0,4.2,137185,0,487,0,0,1530,383,-1,0,323,Leicester,Swansea,West Ham,Sunderland,Arsenal,3.6,3.2,5.1,2.3,4.7,2.8,3.1,2.6,4.8,4.3,3.1,4.1,2.7,4.4,3.5,3.1,4.5
Adam,Forshaw,MID,MID,4500000,3,54,2.6,5.77777777777778E-07,1.2E-05,0,19048,3,20,0,0,0,0,0,12,1330,0,0,54,0,0.6,0,2.5,3,0,7,0,2,0.8,48755,0,0,0,0,1777,2148,0,0,311,West Ham,West Brom,Tottenham,Everton,Crystal Palace,2,2.3,1.3,2.4,1.8,1.7,3.3,2.1,2,1.8,3.1,1.5,1.5,1.9,1.3,2.3,1.3
Fraser,Forster,GLK,SOU,5100000,2,65,3.1,6.07843137254902E-07,1.27450980392157E-05,0,151031,2,26,0,34,0,0,0,12.7,3292,1,0,65,-1,0.3,0,1.6,0,0,7,0,0,4.9,146527,0,233,0,0,1890,580,0,0,311,Leicester,Swansea,West Ham,Sunderland,Arsenal,3.2,2.7,4.6,2,4.1,2.5,2.7,2.2,4.2,3.8,2.6,3.6,2.3,3.9,3,2.6,3.9
Ben,Foster,GLK,WBA,4700000,2,67,3.2,6.80851063829787E-07,1.42553191489362E-05,0,320032,1,28,0,77,0,0,0,14.3,6655,2,0,67,-2,0.6,0,2.8,4,0,3,0,0,15.2,576123,0,129,0,1,1890,4631,0,0,378,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,3.5,2.9,4,3.8,4.3,3.9,2.4,4.2,2.3,2.7,4.5,4.4,2.8,3.2,2.1,3.4,3
Timothy,Fosu-Mensah,DEF,MUN,4100000,0,1,0.0158730158730159,3.87146728610143E-09,2.4390243902439E-07,0,8419,0,0,0,0,0,0,0,0.2,49,-4,0,1,4,0,0,0,0,0,0,0,0,0.2,3155,0,40,0,0,1,60,0,0,2,Stoke,Hull City,Leicester,Watford,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon,Francis,DEF,BOU,4600000,0,54,2.7,5.8695652173913E-07,1.17391304347826E-05,0,122144,3,34,0,0,0,0,0,11.7,5846,1,0,54,-1,0.3,0,1.2,5,0,6,0,1,2.3,158206,0,462,0,1,1791,300,0,1,402,Watford,Crystal Palace,Everton,Man City,West Brom,0,3.2,1.7,3,2,1.5,3.9,2.8,2.4,2.4,2.8,1.7,3,1.5,3.3,3.4,1.4
Ryan,Fraser,MID,BOU,4800000,4,51,0.809523809523809,1.68650793650794E-07,1.0625E-05,0,16951,0,8,0,0,0,3,0,10.6,1545,-2,0,51,2,1.1,0,5.2,5,0,3,0,4,1.4,76345,0,0,0,2,560,6679,0,0,156,Watford,Crystal Palace,Everton,Man City,West Brom,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4
George,Friend,DEF,MID,4400000,6,45,3,6.81818181818182E-07,1.02272727272727E-05,0,226009,1,14,0,0,0,0,0,10.2,1003,-1,0,45,1,0.5,0,2.3,5,0,3,0,2,3,136251,0,0,0,0,1170,2576,0,0,259,West Ham,West Brom,Tottenham,Everton,Crystal Palace,4.3,3.4,2.4,3.2,3.2,3.2,3.1,2.4,2.8,2.9,3.7,3.8,2.8,3.2,2.5,4.1,3.1
Dael,Fry,DEF,MID,4000000,0,0,0,0,0,0,63541,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3659,0,0,0,0,0,61,0,0,0,West Ham,West Brom,Tottenham,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ezekiel,Fryers,DEF,CRY,4500000,0,9,0.142857142857143,3.17460317460317E-08,2E-06,0,745,0,7,0,0,0,0,0,2,15,0,0,9,0,0,0,0,0,0,0,0,1,0,940,0,0,0,0,188,9,0,0,38,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Christian,Fuchs,DEF,LEI,5300000,0,52,2.6,4.90566037735849E-07,9.81132075471698E-06,0,373738,6,32,0,0,0,1,0,9.8,2047,-2,0,52,2,0.3,0,1.8,4,0,4,0,2,5,126300,0,482,0,1,1708,127,0,0,362,Southampton,Burnley,Man Utd,Swansea,Liverpool,2.3,1.4,2.1,2,3.4,3,2.5,2.7,3.1,2.6,1.6,2.3,3,2,2.9,1.9,3.4
Jay,Fulton,MID,SWA,4400000,0,16,0.253968253968254,5.77200577200577E-08,3.63636363636364E-06,0,1324,2,14,0,0,0,0,0,3.6,18,-1,0,16,1,0.2,0,1,0,0,3,0,0,0,887,0,4,0,0,623,3,0,0,78,Liverpool,Southampton,Man City,Leicester,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ramiro,Funes Mori,DEF,EVE,4600000,6,39,0.619047619047619,1.34575569358178E-07,8.47826086956522E-06,0,82654,0,12,0,0,0,0,0,8.5,359,-4,0,39,4,0.9,0,4.2,1,0,4,0,0,1.4,29007,0,304,0,0,923,2560,0,0,211,Crystal Palace,Stoke,Bournemouth,Middlesbrough,Sunderland,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,Gabriel,DEF,ARS,4800000,6,25,0.396825396825397,8.26719576719577E-08,5.20833333333333E-06,0,16572,2,7,0,0,0,0,0,5.2,433,-2,0,25,2,0.8,0,3.8,0,0,3,0,0,0.6,28563,0,244,0,0,732,2176,0,0,151,Burnley,Watford,Chelsea,Hull City,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Brendan,Galloway,DEF,WBA,4100000,0,9,0.142857142857143,3.48432055749129E-08,2.19512195121951E-06,0,16902,0,3,0,0,0,0,0,2.2,131,-4,0,9,4,0,0,0,0,0,1,0,0,0.2,14803,0,126,0,0,247,78,0,0,44,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cristian,Gamboa,DEF,WBA,4000000,0,0,0,0,0,0,27334,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1945,0,0,0,0,0,4,0,0,0,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Garcia,MID,MCI,5000000,0,3,0.0476190476190476,9.52380952380952E-09,6E-07,0,388,0,1,0,0,0,0,0,0.6,12,0,0,3,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0,29,8,0,0,11,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Gardner,MID,WBA,5100000,0,14,1.6,3.13725490196078E-07,2.74509803921569E-06,0,7067,1,6,0,0,0,0,0,2.7,31,-4,0,14,4,0,0,0,0,0,1,0,1,0.1,5048,0,244,0,0,218,5,0,0,52,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Gardos,DEF,SOU,4000000,0,0,0,0,0,0,4600,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0.2,5219,0,0,0,0,0,30,0,0,0,Leicester,Swansea,West Ham,Sunderland,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paulo,Gazzaniga,GLK,SOU,4500000,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,15,0,0,0,1,0,0,0,Leicester,Swansea,West Ham,Sunderland,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rudy,Gestede,FWD,MID,5000000,1,1,0.0158730158730159,3.17460317460317E-09,2E-07,0,334,0,0,0,0,0,0,0,0.2,93,0,0,1,0,0.2,0,1,0,0,0,0,0,0,2053,0,0,0,0,26,299,0,0,3,West Ham,West Brom,Tottenham,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran,Gibbs,DEF,ARS,4700000,0,12,0.19047619047619,4.05268490374873E-08,2.5531914893617E-06,0,22184,2,1,0,0,0,0,0,2.6,176,-3,0,12,3,0.2,0,1,0,0,1,0,1,0.5,6728,0,69,0,0,207,32,0,0,59,Burnley,Watford,Chelsea,Hull City,Southampton,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Gibson,DEF,MID,4900000,6,77,3.7,7.55102040816327E-07,1.57142857142857E-05,0,157268,2,22,0,0,0,1,0,15.7,4418,4,0,77,-4,0.7,0,3.5,9,0,7,0,0,9.6,498913,0,0,0,1,1890,10724,0,0,387,West Ham,West Brom,Tottenham,Everton,Crystal Palace,5.4,4.6,3.3,4.4,4.3,4.3,4.2,3.3,3.9,3.9,4.9,5,3.9,4.4,3.4,5.3,4.3
Darron,Gibson,MID,EVE,4300000,0,0,0,0,0,0,5494,0,0,0,0,0,0,0,0,57,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2822,0,44,0,0,0,61,0,0,0,Crystal Palace,Stoke,Bournemouth,Middlesbrough,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olivier,Giroud,FWD,ARS,8700000,5,68,4.9,5.63218390804598E-07,7.81609195402299E-06,0,213406,1,4,0,0,0,7,0,7.8,23151,-3,0,68,3,0.8,0,7.2,12,0,2,0,4,10.3,574869,0,629,0,2,508,22015,0,0,258,Burnley,Watford,Chelsea,Hull City,Southampton,0,6.5,4.3,7,5.3,5.7,7.2,5.6,6.6,6.9,6.4,5.3,7.1,4.7,5.7,5.5,6.2
Shay,Given,GLK,STK,4300000,0,13,0.206349206349206,4.79881875230713E-08,3.02325581395349E-06,0,22404,1,14,0,18,0,0,0,3,146,-2,0,13,2,0,0,0,3,0,0,0,0,0.5,19755,1,24,1,1,450,40,0,0,92,Man Utd,Everton,West Brom,Crystal Palace,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serge,Gnabry,MID,ARS,5000000,0,0,0,0,0,0,879,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,4,0,0,0,3,0,0,0,Burnley,Watford,Chelsea,Hull City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heurelho,Gomes,GLK,WAT,4900000,6,61,2.9,5.91836734693878E-07,1.24489795918367E-05,0,80071,1,32,0,53,0,0,0,12.4,961,-1,0,61,1,0.8,0,4,4,0,4,0,0,1.8,31487,1,375,1,0,1807,69,0,0,354,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,0,3.1,3.7,1.9,4.2,4,2.2,2.9,3,3.4,2.1,3,2.6,3.9,1.6,2,3.2
Joseph,Gomez,DEF,LIV,4800000,0,0,0,0,0,0,1038,0,0,0,0,0,0,0,0,10,-2,0,0,2,0,0,0,0,0,0,0,0,0,439,0,58,0,0,0,18,0,0,0,Swansea,Chelsea,Hull City,Tottenham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bafetimbi,Gomis,FWD,SWA,6500000,0,0,0,0,0,0,1628,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,242,0,0,0,6,0,0,0,Liverpool,Southampton,Man City,Leicester,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lynden,Gooch,MID,SUN,4200000,0,10,0.158730158730159,3.77928949357521E-08,2.38095238095238E-06,0,5872,3,5,0,0,0,0,0,2.4,216,-3,0,10,3,0,0,0,0,0,1,0,0,0.1,8270,0,0,0,0,323,249,0,0,38,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dan,Gosling,MID,BOU,4700000,0,35,0.555555555555556,1.18203309692671E-07,7.4468085106383E-06,0,10315,4,17,0,0,0,2,0,7.4,155,-3,0,35,3,0.2,0,1,1,0,2,0,0,0.2,7902,0,331,0,0,838,23,0,0,157,Watford,Crystal Palace,Everton,Man City,West Brom,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Lewis,Grabban,FWD,BOU,4300000,0,6,0.0952380952380952,2.21483942414175E-08,1.3953488372093E-06,0,196548,0,2,0,0,0,0,0,1.4,2755,-2,0,6,2,0,0,0,0,0,0,0,1,4,171455,0,124,0,0,60,4185,0,0,17,Watford,Crystal Palace,Everton,Man City,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max,Gradel,MID,BOU,5000000,0,4,0.0634920634920635,1.26984126984127E-08,8E-07,0,13108,1,0,0,0,0,0,0,0.8,20,-5,0,4,5,0,0,0,0,0,0,0,0,0.1,1042,0,155,0,0,95,1,0,0,14,Watford,Crystal Palace,Everton,Man City,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lee,Grant,GLK,STK,4400000,2,65,4.1,9.31818181818182E-07,1.47727272727273E-05,0,59589,0,19,0,48,0,0,0,14.8,4959,4,0,65,-4,0.5,0,2.3,6,0,6,0,0,8.2,376868,0,0,0,2,1440,4845,0,0,317,Man Utd,Everton,West Brom,Crystal Palace,Tottenham,3.8,5,4.4,5.3,3.9,5,4.3,4.8,3.2,3.4,5.9,5.4,4.6,5.9,4.5,5.7,4.9
Andre,Gray,FWD,BUR,6200000,2,57,3.8,6.12903225806452E-07,9.19354838709677E-06,0,518090,2,16,0,0,0,5,0,9.2,8763,-3,0,57,3,0.9,0,5.8,6,0,4,0,2,5.3,297089,0,0,0,1,1156,4353,0,0,149,Arsenal,Leicester,Watford,Chelsea,Hull City,2.6,5.7,2.7,4.1,3.7,3.8,2.9,2.9,5,4.9,2.6,2.2,4.6,3.6,5.2,2.5,5.5
Demarai,Gray,MID,LEI,4800000,1,32,0.507936507936508,1.05820105820106E-07,6.66666666666667E-06,0,46967,1,7,0,0,0,1,0,6.7,327,-2,0,32,2,0.4,0,1.8,0,0,1,0,3,0.6,32133,0,57,0,0,435,148,0,0,118,Southampton,Burnley,Man Utd,Swansea,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Marko,Grujic,MID,LIV,4300000,0,2,0.0317460317460317,7.3827980804725E-09,4.65116279069767E-07,0,26794,0,0,0,0,0,0,0,0.5,24,-7,0,2,7,0,0,0,0,0,0,0,0,0.2,2503,0,0,0,0,30,7,0,0,6,Swansea,Chelsea,Hull City,Tottenham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johann Berg,Gudmundsson,MID,BUR,5000000,0,41,0.650793650793651,1.3015873015873E-07,8.2E-06,0,21297,0,17,0,0,0,1,0,8.2,121,-5,0,41,5,0.1,0,0.6,3,0,3,0,2,0.1,13375,0,0,0,1,922,3,0,0,162,Arsenal,Leicester,Watford,Chelsea,Hull City,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Adlene,Guedioura,MID,WAT,4300000,0,21,0.333333333333333,7.75193798449612E-08,4.88372093023256E-06,0,6708,2,19,0,0,0,0,0,4.9,101,-2,0,21,2,0.3,0,1.5,0,0,0,0,1,0.1,6909,0,56,0,0,721,12,0,0,107,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Idrissa,Gueye,MID,EVE,5000000,0,50,2.6,5.2E-07,1E-05,0,35555,6,17,0,0,0,0,0,10,730,0,0,50,0,0.4,0,1.8,7,0,5,0,2,0.4,35377,0,270,0,0,1665,47,0,0,332,Crystal Palace,Stoke,Bournemouth,Middlesbrough,Sunderland,0,1.5,2.6,1.8,3.4,1.3,2.4,2.5,1.3,1.7,3,3.3,1.3,1.9,1.8,2.9,1.3
Ilkay,Gundogan,MID,MCI,4900000,0,41,0.650793650793651,1.32815030774214E-07,8.36734693877551E-06,0,688449,0,8,0,0,0,3,0,8.4,1622,-6,1,41,6,0,0,0,2,0,3,0,1,1.7,699095,0,0,0,1,704,85,-1,0,196,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Bradley,Guzan,GLK,MID,4300000,0,17,0.26984126984127,6.27537836840162E-08,3.95348837209302E-06,0,24902,0,1,0,10,0,0,0,4,358,-2,0,17,2,0.5,0,2,1,0,2,0,0,0.6,12773,0,188,0,1,270,96,0,0,69,West Ham,West Brom,Tottenham,Everton,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Hamer,GLK,LEI,4400000,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,5,0,0,0,Southampton,Burnley,Man Utd,Swansea,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rekeem,Harper,MID,WBA,4500000,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,5,0,0,0,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Hart,GLK,MCI,5300000,0,0,0,0,0,0,172789,0,0,0,0,0,0,0,0,98,-2,0,0,2,0,0,0,0,0,0,0,0,1.1,2564,0,360,0,0,0,8,0,0,0,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakob,Haugaard,GLK,STK,4300000,0,0,0,0,0,0,3121,0,0,0,0,0,0,0,0,26,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,254,0,31,0,0,0,1,0,0,0,Man Utd,Everton,West Brom,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eden,Hazard,MID,CHE,10400000,6,126,6.3,6.05769230769231E-07,1.21153846153846E-05,0,1282738,2,15,0,0,0,9,0,12.1,18746,4,0,126,-4,0.6,0,5.8,17,0,11,0,5,33.4,1780370,0,476,0,3,1683,10763,0,0,479,Hull City,Liverpool,Arsenal,Burnley,Swansea,8.4,4.6,6.4,6.6,8.1,5.9,9.2,6.8,7.8,7.3,6.2,7.2,8.4,6.4,8.6,6.7,9.4
Tom,Heaton,GLK,BUR,4900000,10,90,4.7,9.59183673469388E-07,1.83673469387755E-05,0,251915,1,27,0,88,0,0,0,18.4,3562,4,0,90,-4,1,0,5,16,0,5,0,0,17.1,702063,0,0,1,4,1710,13630,0,0,427,Arsenal,Leicester,Watford,Chelsea,Hull City,4.7,6.1,3.8,6.4,4.2,4.2,4.4,3.1,7,7,4.1,3.4,5.5,4.7,7,4.2,7
Jordan,Henderson,MID,LIV,6300000,2,66,3.3,5.23809523809524E-07,1.04761904761905E-05,0,95715,6,22,0,0,0,1,0,10.5,1143,-2,0,66,2,0.3,0,2,9,0,6,0,4,1.4,93054,0,250,0,0,1756,491,0,0,411,Swansea,Chelsea,Hull City,Tottenham,Leicester,3.3,2.7,2.4,3,2.7,2.4,4.5,1.9,3.6,3.6,2.4,2.3,3.1,2.8,3.5,2,3.6
Jeff,Hendrick,MID,BUR,5400000,3,43,2.5,4.62962962962963E-07,7.96296296296296E-06,0,4108,5,26,0,0,0,2,0,8,72,-1,0,43,1,0.3,0,1.6,1,0,4,0,0,0.1,6019,0,0,0,0,1451,50,0,0,144,Arsenal,Leicester,Watford,Chelsea,Hull City,1.2,3.1,1.3,2,1.2,1.3,1.2,1.6,2.2,2.3,1.3,1.2,2.3,1.2,2.5,1.2,2.3
Wayne,Hennessey,GLK,CRY,4300000,1,26,2.2,5.11627906976744E-07,6.04651162790698E-06,0,122957,1,23,0,34,0,0,0,6,1065,-2,0,26,2,0.3,0,1.5,0,0,1,0,0,2.3,45723,0,266,0,0,1080,858,0,0,188,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,2,1.8,1.8,2,2,1.8,2.1,2,1.6,2.1,2.4,1.7,2,2.3,1.7,2.2,1.3
Rouwen,Hennings,FWD,BUR,4500000,0,0,0,0,0,0,3861,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,0,0,0,0,6,0,0,0,Arsenal,Leicester,Watford,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Markus,Henriksen,MID,HUL,4900000,0,16,0.253968253968254,5.18302559118886E-08,3.26530612244898E-06,0,881,1,12,0,0,0,0,0,3.3,10,-6,0,16,6,0.1,0,0.5,0,0,0,0,0,0,931,0,0,0,0,572,2,0,0,64,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1
Abel,Hernandez,FWD,HUL,5900000,13,37,3.4,5.76271186440678E-07,6.27118644067797E-06,0,129971,0,12,0,0,0,3,0,6.3,398,-1,0,37,1,0.6,0,3.3,3,0,2,0,1,0.9,112682,0,0,0,1,753,3719,0,0,103,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,2.2,3,4.3,3,4.8,3.3,4.4,2.6,4.4,3.7,3.3,3.1,4.1,2.9,4.5,3.8,3.9
Luis,Hernandez,DEF,LEI,4200000,0,3,0.0476190476190476,1.13378684807256E-08,7.14285714285714E-07,0,18873,1,8,0,0,0,0,0,0.7,93,-3,0,3,3,0,0,0,0,0,0,0,0,0.4,5805,0,0,0,0,327,32,0,0,50,Southampton,Burnley,Man Utd,Swansea,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ander,Herrera,MID,MUN,6300000,1,48,2.7,4.28571428571429E-07,7.61904761904762E-06,0,35482,3,13,0,0,0,0,0,7.6,1455,-2,0,48,2,0.5,0,3.2,5,0,6,0,3,0.9,49202,0,307,0,0,1457,686,0,1,318,Stoke,Hull City,Leicester,Watford,Man City,2,2.3,2.2,2.7,1.6,2.4,1.8,2.2,2.3,2.4,2.7,1.7,1.9,2.2,1.4,1.4,2.1
Jake,Hesketh,MID,SOU,4500000,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,1,0,0,0,Leicester,Swansea,West Ham,Sunderland,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz,Hewelt,GLK,EVE,4000000,0,0,0,0,0,0,846,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2290,0,0,0,0,0,54,0,0,0,Crystal Palace,Stoke,Bournemouth,Middlesbrough,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Hinchcliffe,FWD,HUL,4500000,0,0,0,0,0,0,1940,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2561,0,0,0,0,0,25,0,0,0,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tommie,Hoban,DEF,WAT,4000000,0,0,0,0,0,0,12182,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1162,0,0,0,0,0,9,0,0,0,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
