FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Josh,Maja,FWD,SUN,4500000,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,113,0,0,0,Watford,Man Utd,Burnley,Liverpool,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaun,Maloney,MID,HUL,4400000,0,15,0.3125,7.10227272727273E-08,3.40909090909091E-06,0,80273,0,5,0,0,0,1,0,3.4,779,-1,0,15,1,0,0,0,2,0,0,0,1,0.8,88193,0,0,0,1,151,50,0,0,55,West Ham,Man City,Everton,West Brom,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Steve,Mandanda,GLK,CRY,4300000,0,19,2.1,4.88372093023256E-07,4.41860465116279E-06,0,113387,0,17,0,24,0,0,0,4.4,3238,-2,1,19,2,0,0,0,0,0,0,0,0,2.6,41796,0,0,0,0,810,31,-1,0,120,Chelsea,Watford,Arsenal,Swansea,West Ham,0,0,0,0,2.4,2,1.6,1.7,2.3,1.7,1.6,2.1,1.8,1.4,1.8,2.7,1.6,2,2.2,1.5,2,1.2
Sadio,Mane,MID,LIV,9400000,3,92,6.1,6.48936170212766E-07,9.78723404255319E-06,0,570709,2,14,0,0,0,7,0,9.8,35152,4,0,92,-4,0.7,0,6.2,6,0,5,0,6,20.6,810025,0,635,0,1,1297,33268,0,0,305,Everton,Stoke,Man City,Sunderland,Man Utd,5.8,7.6,6.7,7,6.6,8,6.8,6.4,7.8,6.6,5.8,9.1,5.4,8.7,8.8,6.5,6.1,7.4,6.9,8.4,5.6,8.3
Eliaquim,Mangala,DEF,MCI,5400000,0,0,0,0,0,0,20089,0,0,0,0,0,0,0,0,63,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,803,0,235,0,0,0,20,0,0,0,Arsenal,Hull City,Liverpool,Burnley,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander,Manninger,GLK,LIV,4000000,0,0,0,0,0,0,5243,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0.4,9085,0,0,0,0,0,136,0,0,0,Everton,Stoke,Man City,Sunderland,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vito,Mannone,GLK,SUN,4300000,0,3,0.0625,1.45348837209302E-08,6.97674418604651E-07,0,31602,0,4,0,4,0,0,0,0.7,191,-2,0,3,2,0,0,0,0,0,0,0,0,0.4,4279,0,210,0,0,180,25,0,0,25,Watford,Man Utd,Burnley,Liverpool,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier,Manquillo,DEF,SUN,4400000,0,12,0.25,5.68181818181818E-08,2.72727272727273E-06,0,1808,1,12,0,0,0,0,0,2.7,94,-1,0,12,1,0.1,0,0.4,0,0,0,0,0,0,2227,0,0,0,0,642,5,0,0,66,Watford,Man Utd,Burnley,Liverpool,Stoke,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Marc Wilson,DEF,BOU,3900000,0,0,0,0,0,0,40361,0,0,0,0,0,0,0,0,1340,-1,0,0,1,0,0,0,0,0,0,0,0,1.7,40402,0,14,0,0,0,5516,0,0,0,Southampton,Chelsea,Swansea,Arsenal,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian,Mariappa,DEF,WAT,4000000,0,0,0,0,0,0,10227,0,0,0,0,0,0,0,0,612,0,0,0,0,0,0,0,0,0,0,0,0,0.4,21806,0,0,0,0,0,36,0,0,0,Sunderland,Crystal Palace,Tottenham,Stoke,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lazar,Markovic,MID,LIV,5400000,0,0,0,0,0,0,3021,0,0,0,0,0,0,0,0,14,-1,0,0,1,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,15,0,0,0,Everton,Stoke,Man City,Sunderland,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean,Marney,MID,BUR,4500000,2,39,2.4,5.33333333333333E-07,8.66666666666667E-06,0,37296,4,24,0,0,0,1,0,8.7,1651,0,0,39,0,0.6,0,2.6,1,0,3,0,1,0.9,59785,0,0,0,0,1370,1081,0,0,202,Tottenham,Middlesbrough,Sunderland,Man City,Southampton,1.2,2.4,3.1,1.2,2.4,1.2,3.1,1.3,1.8,1.2,1.2,1.2,1.6,2.2,2.1,1.5,1.2,2.4,1.2,2.2,1.2,2.1
David,Marshall,GLK,HUL,4500000,3,24,2.2,4.88888888888889E-07,5.33333333333333E-06,0,2954,0,28,0,40,0,0,0,5.3,187,0,0,24,0,0.5,0,2.2,0,0,0,0,0,0.1,5697,0,0,0,0,990,65,0,0,176,West Ham,Man City,Everton,West Brom,Bournemouth,2.4,1.8,2.2,1.7,2.6,1.4,1.2,2.6,2.8,2.5,1.1,1.9,1.4,2.9,1.9,1.6,2.3,2,1.8,1.9,1.8,2.4
Anthony,Martial,MID,MUN,9300000,0,36,0.75,8.06451612903226E-08,3.87096774193548E-06,0,285280,0,4,0,0,0,1,0,3.9,1451,-2,0,36,2,0.3,0,2.4,3,0,4,0,3,2.6,98041,0,593,0,1,536,214,0,0,104,West Brom,Sunderland,Middlesbrough,West Ham,Liverpool,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Cuco,Martina,DEF,SOU,4300000,9,30,0.625,1.45348837209302E-07,6.97674418604651E-06,0,20413,0,4,0,0,0,0,0,7,513,-2,0,30,2,0.8,0,3.4,5,0,3,0,0,0.7,41594,0,203,0,0,518,8841,0,0,127,Bournemouth,Tottenham,West Brom,Everton,Burnley,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.5,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4
Bruno,Martins Indi,DEF,STK,4900000,6,46,3.5,7.14285714285714E-07,9.38775510204082E-06,0,5859,0,16,0,0,0,0,0,9.4,557,-1,0,46,1,1,0,4.8,5,0,5,0,0,0.4,20684,0,0,0,1,1170,3809,0,0,241,Leicester,Liverpool,Chelsea,Watford,Sunderland,3.6,4.2,3.1,3.9,3,3.2,4.2,3.6,3.8,3.3,3.7,3.4,3.5,2.2,3.1,4.8,4.2,3.4,4.9,3.5,4.6,3.8
Ryan,Mason,MID,HUL,4800000,1,22,0.458333333333333,9.54861111111111E-08,4.58333333333333E-06,0,4075,3,22,0,0,0,1,0,4.6,85,-2,0,22,2,0.3,0,1.2,0,0,0,0,0,0.1,3518,0,147,0,0,768,20,0,0,106,West Ham,Man City,Everton,West Brom,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Arthur,Masuaku,DEF,WHU,4700000,0,11,0.229166666666667,4.87588652482269E-08,2.34042553191489E-06,0,23550,1,18,0,0,0,0,0,2.3,119,-3,0,11,3,0,0,0,1,0,1,0,1,0.2,17631,0,0,0,0,526,31,0,0,131,Hull City,Swansea,Leicester,Man Utd,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Juan,Mata,MID,MUN,7400000,2,49,4.1,5.54054054054054E-07,6.62162162162162E-06,0,206470,2,9,0,0,0,3,0,6.6,16280,-1,1,49,1,0.4,0,2.8,6,0,5,0,1,2.9,225339,0,586,0,1,814,2537,-1,0,238,West Brom,Sunderland,Middlesbrough,West Ham,Liverpool,3.5,5.8,4.6,3.2,3.2,3.8,4.5,3.9,4.9,3,5.1,3.3,4.4,4.4,5,4.7,3.6,3.5,4.5,2.8,2.6,4
Nemanja,Matic,MID,CHE,5100000,1,56,3.7,7.25490196078431E-07,1.09803921568627E-05,0,145651,3,10,0,0,0,0,0,11,11971,1,0,56,-1,0.5,0,2.4,1,0,8,0,7,4.2,195959,0,373,0,0,1240,5594,0,0,278,Crystal Palace,Bournemouth,Stoke,Tottenham,Leicester,3.1,4.4,3.6,2.2,3.3,3.9,1.8,2.5,3,3.9,2.7,4.3,3.2,3.4,3,2.7,3.3,4.1,2.8,4,3,5.1
Joel,Matip,DEF,LIV,5500000,0,40,3.3,6E-07,7.27272727272727E-06,0,81879,1,11,0,0,0,1,0,7.3,16266,0,0,40,0,0.5,0,2.6,1,0,3,0,0,2.7,99695,0,0,0,0,1080,574,0,0,236,Everton,Stoke,Man City,Sunderland,Man Utd,0,4.5,3.5,2.5,2.3,3.6,3.4,3.3,4.3,1.8,4.6,4.5,2.8,4.1,4.6,4,3,3.8,2.8,4.6,3.9,3.6
Adam,Matthews,DEF,SUN,4000000,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,4,0,0,0,9,0,0,0,Watford,Man Utd,Burnley,Liverpool,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfie,Mawson,DEF,SWA,4500000,1,14,0.291666666666667,6.48148148148148E-08,3.11111111111111E-06,0,571,0,9,0,0,0,0,0,3.1,34,0,0,14,0,0.3,0,1.4,1,0,2,0,0,0,950,1,0,0,0,450,29,0,0,106,Middlesbrough,West Ham,Bournemouth,Crystal Palace,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dieumerci,Mbokani,FWD,HUL,5500000,0,15,0.3125,5.68181818181818E-08,2.72727272727273E-06,0,5529,0,8,0,0,0,0,0,2.7,138,0,0,15,0,0.3,0,1.4,0,0,1,0,2,0,6317,0,0,0,0,366,119,0,0,39,West Ham,Man City,Everton,West Brom,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
James,McArthur,MID,CRY,5000000,8,64,4.6,9.2E-07,1.28E-05,0,78178,4,23,0,0,0,5,0,12.8,4129,0,0,64,0,0.7,0,3.6,8,0,1,0,2,2.5,167202,0,282,0,1,1159,12132,0,0,249,Chelsea,Watford,Arsenal,Swansea,West Ham,4.1,5,3.6,5.1,4.1,5.6,4.1,6.6,4.7,5.2,4.4,4.8,5.6,3.7,4.1,3.4,6.6,2.9,6.3,3.9,5.1,4.8
Gareth,McAuley,DEF,WBA,4900000,2,59,3.7,7.55102040816327E-07,1.20408163265306E-05,0,307242,3,19,0,0,0,3,0,12,21701,4,0,59,-4,0.8,0,4,5,0,3,0,0,28.9,1004079,0,339,0,2,1440,15133,0,0,250,Man Utd,Arsenal,Southampton,Hull City,Tottenham,3.7,4.8,3.9,4.8,3.3,4.3,3.8,5.1,4.5,5.3,4.4,3.1,5.1,2.9,3.5,5.3,5.4,3.5,4.1,3.1,4,3.4
Oliver,McBurnie,FWD,SWA,4500000,0,2,0.0416666666666667,9.25925925925926E-09,4.44444444444444E-07,0,4069,0,0,0,0,0,0,0,0.4,132,0,0,2,0,0,0,0.2,0,0,0,0,0,0.1,5456,0,0,0,0,12,93,0,0,8,Middlesbrough,West Ham,Bournemouth,Crystal Palace,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,McCarthy,GLK,SOU,4400000,0,0,0,0,0,0,4728,0,0,0,0,0,0,0,0,91,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,624,0,82,0,0,0,3,0,0,0,Bournemouth,Tottenham,West Brom,Everton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,McCarthy,MID,EVE,4800000,1,8,0.166666666666667,3.47222222222222E-08,1.66666666666667E-06,0,10870,2,8,0,0,0,0,0,1.7,58,-2,0,8,2,0.2,0,0.8,0,0,0,0,0,0.2,2080,0,365,0,0,411,111,0,0,44,Liverpool,Leicester,Hull City,Southampton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
James,McClean,MID,WBA,5000000,1,30,0.625,1.25E-07,6E-06,0,11288,5,12,0,0,0,1,0,6,230,0,0,30,0,0.2,0,0.8,1,0,2,0,2,0.2,8614,0,336,0,0,679,59,0,0,126,Man Utd,Arsenal,Southampton,Hull City,Tottenham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Luke,McGee,GLK,TOT,4000000,0,0,0,0,0,0,2317,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2773,0,0,0,0,0,36,0,0,0,Burnley,Southampton,Watford,Chelsea,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allan,McGregor,GLK,HUL,4400000,0,0,0,0,0,0,818,0,0,0,0,0,0,0,0,12,-1,0,0,1,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,11,0,0,0,West Ham,Man City,Everton,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum,McManaman,MID,WBA,4300000,0,0,0,0,0,0,6583,0,0,0,0,0,0,0,0,176,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,3908,0,27,0,0,0,73,0,0,0,Man Utd,Arsenal,Southampton,Hull City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,McNair,DEF,SUN,4300000,0,12,0.25,5.81395348837209E-08,2.7906976744186E-06,0,13115,0,9,0,0,0,0,0,2.8,338,-2,0,12,2,0.3,0,1.2,0,0,1,0,0,0.3,4536,1,28,0,0,353,21,0,0,58,Watford,Man Utd,Burnley,Liverpool,Stoke,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,McQueen,MID,SOU,4300000,1,14,0.291666666666667,6.78294573643411E-08,3.25581395348837E-06,0,2373,0,3,0,0,0,0,0,3.3,175,-2,0,14,2,0.3,0,1.2,0,0,1,0,1,0.1,4234,0,0,0,0,300,164,0,0,76,Bournemouth,Tottenham,West Brom,Everton,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Mee,DEF,BUR,4500000,1,37,2.3,5.11111111111111E-07,8.22222222222222E-06,0,28879,2,26,0,0,0,0,0,8.2,2294,0,0,37,0,0.3,0,1.4,0,0,3,0,2,1.3,52265,1,0,0,0,1440,687,0,0,277,Tottenham,Middlesbrough,Sunderland,Man City,Southampton,1.2,2.3,2.4,1.2,3,2.5,2.3,1.2,2.2,1.5,1.2,1.7,1.2,2.8,3,1.4,1.2,2,1.5,2.6,1.3,3.3
Nampalys,Mendy,MID,LEI,4400000,0,0,0,0,0,0,29030,1,0,0,0,0,0,0,0,130,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,2602,0,0,0,0,52,36,0,0,-1,Stoke,Everton,West Ham,Middlesbrough,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Per,Mertesacker,DEF,ARS,4800000,0,0,0,0,0,0,4583,0,0,0,0,0,0,0,0,68,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,794,0,265,0,0,0,35,0,0,0,Man City,West Brom,Crystal Palace,Bournemouth,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Meyler,MID,HUL,4500000,1,25,0.520833333333333,1.15740740740741E-07,5.55555555555556E-06,0,13998,1,18,0,0,0,1,0,5.6,397,0,0,25,0,0.2,0,0.8,0,0,1,0,0,0.3,14301,0,0,0,0,703,28,0,0,139,West Ham,Man City,Everton,West Brom,Bournemouth,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Matt,Miazga,DEF,CHE,4400000,0,0,0,0,0,0,3688,0,0,0,0,0,0,0,0,24,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,407,0,18,0,0,0,4,0,0,0,Crystal Palace,Bournemouth,Stoke,Tottenham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon,Mignolet,GLK,LIV,4700000,7,23,0.479166666666667,1.01950354609929E-07,4.8936170212766E-06,0,103863,0,8,0,13,0,0,0,4.9,746,-3,0,23,3,0.3,0,1.4,1,0,1,0,0,1.9,68500,0,340,1,0,540,2559,0,0,108,Everton,Stoke,Man City,Sunderland,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Mika,GLK,SUN,4400000,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,5,0,0,0,Watford,Man Utd,Burnley,Liverpool,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Obi,Mikel,MID,CHE,4400000,0,0,0,0,0,0,4759,0,0,0,0,0,0,0,0,51,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1828,0,209,0,0,0,7,0,0,0,Crystal Palace,Bournemouth,Stoke,Tottenham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Milner,MID,LIV,6600000,3,69,4.9,7.42424242424243E-07,1.04545454545455E-05,0,304205,1,15,0,0,0,5,0,10.3,32586,1,1,69,-1,0.6,0,3.8,10,0,4,0,1,6.3,481893,0,508,0,3,1241,4681,-1,0,326,Everton,Stoke,Man City,Sunderland,Man Utd,4.1,5.6,4.9,5.7,4.8,6,4.9,4.6,5.7,4.9,4.1,7.2,3.8,6.5,6.6,4.7,4.3,5.4,5,6.2,4,6.1
Tyrone,Mings,DEF,BOU,4500000,1,1,0.0208333333333333,4.62962962962963E-09,2.22222222222222E-07,0,954,0,0,0,0,0,0,0,0.2,42,0,0,1,0,0,0,0.2,0,0,0,0,0,0,708,0,1,0,0,1,38,0,0,3,Southampton,Chelsea,Swansea,Arsenal,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Mirallas,MID,EVE,6100000,1,39,0.8125,1.33196721311475E-07,6.39344262295082E-06,0,204316,1,12,0,0,0,1,0,6.4,2133,-4,0,39,4,0.2,0,1.2,1,0,3,0,2,1.6,203731,0,245,0,0,888,279,0,0,133,Liverpool,Leicester,Hull City,Southampton,Man City,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.4,0.4,0.4,0.4,0.4
Henrikh,Mkhitaryan,MID,MUN,8900000,0,15,0.3125,3.51123595505618E-08,1.68539325842697E-06,0,259454,1,2,0,0,0,1,0,1.7,7491,-6,0,15,6,0.2,0,2.2,0,0,2,0,0,1.5,41658,0,0,0,0,301,976,0,0,48,West Brom,Sunderland,Middlesbrough,West Ham,Liverpool,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Nacho,Monreal,DEF,ARS,5900000,1,48,3.2,5.42372881355932E-07,8.13559322033898E-06,0,162550,1,16,0,0,0,0,0,8.1,7805,-1,0,48,1,0.4,0,2.4,4,0,4,0,1,4.2,89143,0,511,0,0,1333,1165,0,0,283,Man City,West Brom,Crystal Palace,Bournemouth,Swansea,3.1,3.5,3.3,3.1,3,4,3.3,2.8,3.7,3.4,3.8,3.1,3.2,3,4.4,3.5,3.4,3.2,2.9,2.7,4.1,3.7
Jefferson,Montero,MID,SWA,5000000,2,14,0.291666666666667,5.83333333333333E-08,2.8E-06,0,7750,0,8,0,0,0,0,0,2.8,62,-5,0,14,5,0.4,0,1.8,0,0,0,0,1,0.1,2198,0,202,0,0,309,147,0,0,62,Middlesbrough,West Ham,Bournemouth,Crystal Palace,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Alberto,Moreno,DEF,LIV,4500000,0,8,0.166666666666667,3.7037037037037E-08,1.77777777777778E-06,0,139579,1,5,0,0,0,0,0,1.8,1435,-5,0,8,5,0,0,0,1,0,0,0,1,1.7,15105,0,394,0,0,200,126,0,0,46,Everton,Stoke,Man City,Sunderland,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Wes,Morgan,DEF,LEI,4900000,1,41,2.6,5.30612244897959E-07,8.36734693877551E-06,0,592484,1,27,0,0,0,1,0,8.4,26248,-1,0,41,1,0.3,0,1.6,0,0,3,0,1,16.5,266184,0,549,0,0,1440,1774,0,0,227,Stoke,Everton,West Ham,Middlesbrough,Chelsea,2.5,3.2,3.9,1.8,2.6,1.9,1.4,2.4,1.6,3.6,3.2,2.9,2.6,3.5,2.8,1.4,1.9,3.3,1.7,2.9,1.6,3.5
James,Morrison,MID,WBA,4600000,3,33,0.6875,1.4945652173913E-07,7.17391304347826E-06,0,9078,2,6,0,0,0,2,0,7.2,1315,-4,0,33,4,0.9,0,4,2,0,2,0,1,0.4,22200,0,266,0,0,592,2136,0,0,124,Man Utd,Arsenal,Southampton,Hull City,Tottenham,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3
Victor,Moses,MID,CHE,5700000,2,53,3.5,6.14035087719298E-07,9.29824561403509E-06,0,59732,2,2,0,0,0,3,0,9.3,12274,2,0,53,-2,0.7,0,3.8,4,0,8,0,1,3.7,197296,0,127,0,1,914,15402,0,0,216,Crystal Palace,Bournemouth,Stoke,Tottenham,Leicester,2.8,4.1,3.3,2,3.1,3.5,1.8,2.3,2.7,3.6,2.5,4,2.9,3.1,2.8,2.5,3,3.8,2.5,3.7,2.7,4.8
Lys,Mousset,FWD,BOU,5200000,0,2,0.0416666666666667,8.01282051282051E-09,3.84615384615385E-07,0,2757,0,1,0,0,0,0,0,0.4,64,-3,0,2,3,0,0,0.2,0,0,0,0,0,0.1,1102,0,0,0,0,25,49,0,0,1,Southampton,Chelsea,Swansea,Arsenal,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc,Muniesa,DEF,STK,4200000,1,23,0.479166666666667,1.14087301587302E-07,5.47619047619048E-06,0,10733,1,3,0,0,0,1,0,5.5,3218,-3,0,23,3,1,0,4.4,3,0,2,0,0,0.8,31613,0,111,0,1,289,3161,0,0,88,Leicester,Liverpool,Chelsea,Watford,Sunderland,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2
Ahmed,Musa,FWD,LEI,7000000,1,29,0.604166666666667,8.63095238095238E-08,4.14285714285714E-06,0,398367,1,11,0,0,0,2,0,4.1,3082,-5,0,29,5,0.1,0,0.8,5,0,1,0,0,3.4,74063,0,0,0,0,505,365,0,0,90,Stoke,Everton,West Ham,Middlesbrough,Chelsea,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Shkodran,Mustafi,DEF,ARS,5900000,0,36,3,5.08474576271186E-07,6.10169491525424E-06,0,74679,3,9,0,0,0,0,0,6,11681,-1,1,36,1,0.3,0,1.6,2,0,3,0,1,1,90999,0,0,0,0,1014,133,-1,0,223,Man City,West Brom,Crystal Palace,Bournemouth,Swansea,0,0,3,2.8,2.7,3.7,3,2.5,3.3,3.1,3.5,2.8,2.9,2.8,4.2,3.2,3.1,2.9,2.6,2.4,3.8,3.3
Jordon,Mutch,MID,CRY,4200000,0,1,0.0208333333333333,4.96031746031746E-09,2.38095238095238E-07,0,5603,0,1,0,0,0,0,0,0.2,353,-3,0,1,3,0,0,0,0,0,0,0,0,0.2,5520,0,54,0,0,9,463,0,0,7,Chelsea,Watford,Arsenal,Swansea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boaz,Myhill,GLK,WBA,4200000,0,0,0,0,0,0,32588,0,0,0,0,0,0,0,0,520,-3,0,0,3,0,0,0,0,0,0,0,0,0.5,1959,0,218,0,0,0,15,0,0,0,Man Utd,Arsenal,Southampton,Hull City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samir,Nasri,MID,MCI,6400000,0,1,1,1.5625E-07,1.5625E-07,0,12178,0,0,0,0,0,0,0,0.2,49,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,950,0,164,0,0,16,16,0,0,0,Arsenal,Hull City,Liverpool,Burnley,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle,Naughton,DEF,SWA,4400000,0,23,1.8,4.09090909090909E-07,5.22727272727273E-06,0,38784,3,26,0,0,0,0,0,5.1,2035,-1,1,23,1,0,0,0,3,0,2,0,0,1,30699,0,239,0,0,1115,160,-1,0,209,Middlesbrough,West Ham,Bournemouth,Crystal Palace,Arsenal,1.3,2.2,1.9,1.3,2.2,1.5,1.9,1.1,1.3,1,1.8,1.3,1.1,1.4,1.8,1.8,1.1,1.9,0.9,1.6,1,1.6
