FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Alex,Pike,DEF,WHU,4000000,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,1358,0,0,0,0,0,266,0,0,0,Man Utd,Crystal Palace,Middlesbrough,Man City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastien,Pocognoli,DEF,WBA,4000000,0,0,0,0,0,0,17547,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1856,0,16,0,0,0,13,0,0,0,Hull City,Tottenham,Sunderland,Middlesbrough,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul,Pogba,MID,MUN,8400000,10,76,4.2,5E-07,9.04761904761905E-06,0,519712,6,18,0,0,0,4,0,9,11166,-1,0,76,1,0.7,0,6,11,0,6,0,3,11.3,486466,0,0,0,1,1620,48928,0,0,337,West Ham,Liverpool,Stoke,Hull City,Leicester,3.2,3.3,3.9,4.7,4.1,5.2,3.2,4.9,3.6,4.2,4.4,4.7,5,3.5,3.7,4.6,2.8,2.8,4.1
Nick,Pope,GLK,BUR,4000000,0,0,0,0,0,0,30932,0,0,0,0,0,0,0,0,1210,0,0,0,0,0,0,0,0,0,0,0,0,1.8,11716,0,0,0,0,0,247,0,0,0,Man City,Southampton,Arsenal,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,Pritchard,MID,TOT,4500000,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,-4,0,0,0,3,0,0,0,Chelsea,West Brom,Man City,Sunderland,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian,Prodl,DEF,WAT,4500000,-1,48,2.7,6E-07,1.06666666666667E-05,0,35024,4,25,0,0,0,1,0,10.7,5498,0,0,48,0,0.5,0,2.2,3,0,3,0,2,1.4,79587,0,181,0,1,1475,5650,0,0,259,Stoke,Middlesbrough,Bournemouth,Arsenal,Burnley,2.8,2.8,2.3,3.2,3.2,1.7,3.8,3.4,2,2.6,2.8,2.9,2,2.7,2.5,3.4,1.4,2,2.7
Marc,Pugh,MID,BOU,4700000,0,17,0.298245614035088,6.34565136244867E-08,3.61702127659574E-06,0,5171,0,2,0,0,0,1,0,3.6,812,-3,0,17,3,0.6,0,2.7,3,0,1,0,1,0.1,4554,0,245,0,1,164,78,0,0,60,Arsenal,Hull City,Watford,Crystal Palace,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jason,Puncheon,MID,CRY,5200000,2,43,2.5,4.80769230769231E-07,8.26923076923077E-06,0,87678,6,25,0,0,0,0,0,8.3,1175,-3,0,43,3,0.4,0,2,4,0,1,0,4,0.7,68293,0,381,0,0,1397,2272,0,0,253,Swansea,West Ham,Everton,Bournemouth,Sunderland,2,1.4,2.1,1.6,3,1.8,2.1,1.8,1.7,2.4,1.3,1.6,1.3,2.7,1.2,2.8,1.4,2,1.8
Domingos,Quina,MID,WHU,4500000,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,4,0,0,0,Man Utd,Crystal Palace,Middlesbrough,Man City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaston,Ramirez,MID,MID,5300000,1,51,3.2,6.0377358490566E-07,9.62264150943396E-06,0,85341,6,12,0,0,0,2,0,9.6,2832,-2,0,51,2,0.6,0,3.2,6,0,5,0,3,0.9,71437,0,0,0,0,1099,4681,0,0,191,Leicester,Watford,West Ham,West Brom,Tottenham,4,2.9,2.9,3,1.7,3.2,2.5,2.5,4.4,3,2.7,2.6,4.1,2.2,2.2,2.4,1.9,3,1.6
Aaron,Ramsey,MID,ARS,7600000,1,11,0.192982456140351,2.53924284395199E-08,1.44736842105263E-06,0,143071,2,5,0,0,0,0,0,1.4,334,-4,0,11,4,0,0,0.3,0,0,0,0,1,0.9,9073,0,558,0,0,267,297,0,0,40,Bournemouth,Swansea,Burnley,Watford,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Connor,Randall,DEF,LIV,3900000,0,0,0,0,0,0,33625,0,0,0,0,0,0,0,0,3319,-1,0,0,1,0,0,0,0,0,0,0,0,1.6,59778,0,30,0,0,0,6102,0,0,0,Sunderland,Man Utd,Swansea,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darren,Randolph,GLK,WHU,4400000,3,31,0.543859649122807,1.23604465709729E-07,7.04545454545455E-06,0,15443,0,13,0,32,0,0,0,7,2985,-1,0,31,1,1,0,4.2,3,0,2,0,0,1.2,34250,0,56,0,0,720,9837,0,0,156,Man Utd,Crystal Palace,Middlesbrough,Man City,Southampton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Angel,Rangel,DEF,SWA,4300000,0,15,1.2,2.7906976744186E-07,3.48837209302326E-06,0,10262,1,23,0,0,0,0,0,3.5,344,-2,0,15,2,0.3,0,1.3,1,0,1,0,0,0.2,3161,0,194,0,0,750,82,0,0,151,Crystal Palace,Arsenal,Liverpool,Southampton,Man City,0.7,1.2,0.8,1,0.6,0.6,0.6,0.9,0.7,0.6,0.7,0.8,0.9,0.6,0.9,0.6,0.8,0.6,0.8
Tokelo,Rantie,FWD,BOU,4500000,0,0,0,0,0,0,13468,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1735,0,3,0,0,0,28,0,0,0,Arsenal,Hull City,Watford,Crystal Palace,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus,Rashford,FWD,MUN,6400000,1,33,0.578947368421053,9.04605263157895E-08,5.15625E-06,0,469697,2,12,0,0,0,3,0,5.2,5211,-6,0,33,6,0.1,0,0.7,0,0,2,0,0,4.2,394763,0,237,0,0,799,1259,0,0,141,West Ham,Liverpool,Stoke,Hull City,Leicester,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Adam,Reach,MID,MID,4400000,0,0,0,0,0,0,2248,0,0,0,0,0,0,0,0,12,-1,0,0,1,0,0,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,Leicester,Watford,West Ham,West Brom,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan,Redmond,MID,SOU,5800000,0,61,3.4,5.86206896551724E-07,1.05172413793103E-05,0,571733,1,20,0,0,0,3,0,10.5,14493,-2,1,61,2,0.3,0,1.5,7,0,6,0,1,5,478998,0,379,0,0,1487,2391,-1,1,227,Everton,Burnley,Leicester,Swansea,West Ham,2.5,2.5,4.4,2.8,3.2,3.5,2.5,3.1,3.4,1.8,3.7,3.1,2.6,2.7,2,3.6,1.7,2.9,3.3
Harrison,Reed,MID,SOU,4300000,0,2,0.0350877192982456,8.15993472052224E-09,4.65116279069767E-07,0,2433,0,1,0,0,0,0,0,0.5,70,-2,0,2,2,0,0,0.2,0,0,0,0,0,0.1,1591,0,1,0,0,58,42,0,0,11,Everton,Burnley,Leicester,Swansea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winston,Reid,DEF,WHU,5100000,2,70,4.4,8.62745098039216E-07,1.37254901960784E-05,0,103489,5,26,0,0,0,2,0,13.7,12158,1,0,70,-1,0.9,0,4.8,15,0,5,0,3,4.3,183179,0,294,0,2,1427,22683,0,1,380,Man Utd,Crystal Palace,Middlesbrough,Man City,Southampton,4.7,5.9,4.5,5.6,5.1,5.9,4.3,5.3,4.6,5.3,5,5.3,5.5,3.6,5.8,5.3,6.1,6.5,3.3
Jeff,Reine-Adelaide,MID,ARS,4500000,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,9,0,0,0,Bournemouth,Swansea,Burnley,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loic,Remy,FWD,CRY,6300000,0,0,0,0,0,0,21982,0,0,0,0,0,0,0,0,58,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,14960,0,62,0,0,0,40,0,0,0,Swansea,West Ham,Everton,Bournemouth,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Rhodes,FWD,MID,5400000,0,8,0.140350877192982,2.59909031838856E-08,1.48148148148148E-06,0,37736,0,2,0,0,0,0,0,1.5,122,-6,0,8,6,0.1,0,0.5,0,0,0,0,0,0.2,3169,0,0,0,0,211,54,0,0,21,Leicester,Watford,West Ham,West Brom,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Declan,Rice,MID,WHU,4500000,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,37,0,0,0,Man Utd,Crystal Palace,Middlesbrough,Man City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew,Robertson,DEF,HUL,4300000,1,22,1.5,3.48837209302326E-07,5.11627906976744E-06,0,66439,2,30,0,0,0,0,0,5.1,1201,-2,0,22,2,0.3,0,1.3,1,0,1,0,0,0.9,52176,0,0,0,0,1233,1668,0,0,192,West Brom,Bournemouth,Chelsea,Man Utd,Liverpool,0.9,1.4,0.8,0.8,1.5,1.4,1.3,0.8,1,0.8,1.7,1.1,0.9,1.1,1.1,1.1,1.1,1,1.2
Paul,Robinson,GLK,BUR,4000000,0,3,0.0526315789473684,1.31578947368421E-08,7.5E-07,0,41154,0,4,0,5,0,0,0,0.8,2539,0,0,3,0,0.1,0,0.2,0,0,0,0,0,2.7,32039,0,0,0,0,180,4173,0,0,27,Man City,Southampton,Arsenal,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Robles,GLK,EVE,4700000,1,21,0.368421052631579,7.83874580067189E-08,4.46808510638298E-06,0,4733,0,3,0,8,0,0,0,4.5,1002,-3,0,21,3,0.5,0,2.3,3,0,2,0,1,0.2,6220,0,110,0,1,297,654,0,0,83,Southampton,Man City,Crystal Palace,Stoke,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Ethan,Robson,MID,SUN,4500000,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,9,0,0,0,Liverpool,Stoke,West Brom,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hal,Robson-Kanu,FWD,WBA,5000000,10,26,0.456140350877193,9.12280701754386E-08,5.2E-06,0,14123,1,3,0,0,0,1,0,5.2,1409,0,0,26,0,0.5,0,2.5,2,0,0,0,2,0.5,30779,0,0,0,0,178,13367,0,0,72,Hull City,Tottenham,Sunderland,Middlesbrough,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jay,Rodriguez,MID,SOU,6300000,1,35,0.614035087719298,9.74658869395712E-08,5.55555555555556E-06,0,26618,0,6,0,0,0,3,0,5.6,7926,-2,0,35,2,0.6,0,3.7,5,0,1,0,0,0.7,35279,0,56,0,1,434,2193,0,0,82,Everton,Burnley,Leicester,Swansea,West Ham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Jack,Rodwell,MID,SUN,4300000,0,17,0.298245614035088,6.9359445124439E-08,3.95348837209302E-06,0,80342,2,15,0,0,0,0,0,4,611,-2,0,17,2,0,0,0,1,0,0,0,1,0.7,65097,0,112,0,0,639,182,0,0,89,Liverpool,Stoke,West Brom,Tottenham,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Marcos,Rojo,DEF,MUN,5200000,1,31,2.8,5.38461538461538E-07,5.96153846153846E-06,0,22700,3,9,0,0,0,0,0,6,3261,-3,0,31,3,0.6,0,3,3,0,3,0,0,0.9,27128,0,192,0,0,876,1795,0,0,186,West Ham,Liverpool,Stoke,Hull City,Leicester,3.3,3.5,3.1,3.2,1.6,2.9,2.5,3.5,2.9,2.5,2.9,2.9,1.9,2.6,1.8,2.7,3.5,2.3,3
Sergio,Romero,GLK,MUN,4700000,0,0,0,0,0,0,3183,0,0,0,0,0,0,0,0,44,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,755,0,40,0,0,0,24,0,0,0,West Ham,Liverpool,Stoke,Hull City,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salomon,Rondon,FWD,WBA,6700000,1,77,4.1,6.11940298507463E-07,1.14925373134328E-05,0,411833,1,21,0,0,0,7,0,11.5,34311,2,0,77,-2,0.6,0,4.2,8,0,4,0,2,9.4,680795,0,354,0,1,1541,70610,0,0,215,Hull City,Tottenham,Sunderland,Middlesbrough,Stoke,5.8,3.7,5.7,4.2,4.9,4.5,5,5.4,3.9,4.7,4,4.3,4.9,5.3,4.5,6,3.9,4.1,5.2
Wayne,Rooney,FWD,MUN,8600000,0,40,2.9,3.37209302325581E-07,4.65116279069767E-06,0,261808,4,10,0,0,0,1,0,4.7,3601,-4,0,40,4,0.1,0,1.2,3,0,3,0,5,2.4,133410,0,509,0,0,814,104,0,0,169,West Ham,Liverpool,Stoke,Hull City,Leicester,0,0,0,3.9,2.6,3.1,2.7,3,2.4,2.5,3,3,2.6,2.3,2.3,3.6,2.4,2.2,3.3
Danny,Rose,DEF,TOT,6000000,6,71,5.1,8.5E-07,1.18333333333333E-05,0,259225,7,9,0,0,0,2,0,11.8,12576,0,-1,71,0,1,0,6.2,6,0,6,0,3,7.9,262623,0,346,0,2,1223,27466,1,0,301,Chelsea,West Brom,Man City,Sunderland,Middlesbrough,6.6,7.2,5.4,4.4,7,5.7,7.4,7.1,6.2,7.6,4.1,5.4,7.1,7.6,3.7,7.4,5.7,5.9,5.9
Jack,Rose,GLK,WBA,4000000,0,0,0,0,0,0,3218,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0.3,7954,0,0,0,0,0,184,0,0,0,Hull City,Tottenham,Sunderland,Middlesbrough,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayne,Routledge,MID,SWA,4700000,0,44,2.8,5.95744680851064E-07,9.36170212765957E-06,0,33582,1,27,0,0,0,2,0,9.4,5533,-3,0,44,3,0.6,0,3,1,0,3,0,1,0.5,30670,0,269,0,0,1144,539,0,0,150,Crystal Palace,Arsenal,Liverpool,Southampton,Man City,0,1.7,1.4,2.4,1.6,3.3,1.5,3.4,2.1,1.8,2.6,2.1,1.6,2.4,2.3,2.1,2.6,2.7,2.4
Charlie,Rowan,DEF,WAT,4000000,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,66,0,0,0,Stoke,Middlesbrough,Bournemouth,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacary,Sagna,DEF,MCI,5300000,0,26,0.456140350877193,8.60642171466402E-08,4.90566037735849E-06,0,224362,1,9,0,0,0,0,0,4.9,919,-2,0,26,2,0.2,0,1.3,1,0,2,0,1,1.8,27484,0,386,0,0,752,439,0,0,166,Burnley,Everton,Tottenham,West Ham,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Diafra,Sakho,FWD,WHU,5800000,0,10,0.175438596491228,3.02480338777979E-08,1.72413793103448E-06,0,7095,0,2,0,0,0,1,0,1.7,108,-2,0,10,2,0,0,0,2,0,0,0,0,0.1,3639,0,286,0,0,125,46,0,0,29,Man Utd,Crystal Palace,Middlesbrough,Man City,Southampton,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mamadou,Sakho,DEF,LIV,4700000,0,0,0,0,0,0,3839,0,0,0,0,0,0,0,0,100,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,1417,0,273,0,0,0,86,0,0,0,Sunderland,Man Utd,Swansea,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakary,Sako,MID,CRY,5300000,0,3,0.0526315789473684,9.9304865938431E-09,5.66037735849057E-07,0,972,0,2,0,0,0,0,0,0.6,30,-2,0,3,2,0,0,0.2,0,0,0,0,0,0,453,0,220,0,0,25,17,0,0,9,Swansea,West Ham,Everton,Bournemouth,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexis,Sanchez,MID,ARS,11900000,6,136,7.2,6.05042016806723E-07,1.14285714285714E-05,0,598202,3,18,0,0,0,12,0,11.4,42287,9,0,136,-9,0.7,1,8.2,14,0,6,0,8,36.5,1668047,0,690,0,5,1615,29434,0,0,430,Bournemouth,Swansea,Burnley,Watford,Chelsea,7.9,9,10.8,10.3,7.1,9.9,8.1,5.8,10.8,8.5,8.2,9.3,8.7,9.1,10.7,6.6,9.5,8.6,9.9
Leroy,Sane,MID,MCI,7500000,0,24,0.421052631578947,5.6140350877193E-08,3.2E-06,0,30588,0,4,0,0,0,1,0,3.2,757,-5,0,24,5,0.2,0,1.8,3,0,0,0,1,0.2,9784,0,0,0,0,392,90,0,0,93,Burnley,Everton,Tottenham,West Ham,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Yaya,Sanogo,FWD,ARS,4700000,0,0,0,0,0,0,8487,0,0,0,0,0,0,0,0,65,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,3124,0,0,0,0,0,26,0,0,0,Bournemouth,Swansea,Burnley,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeffrey,Schlupp,DEF,LEI,4800000,0,4,0.0701754385964912,1.46198830409357E-08,8.33333333333333E-07,0,14584,0,2,0,0,0,0,0,0.8,81,-2,0,4,2,0,0,0,0,0,0,0,0,0.2,1388,0,236,0,0,141,24,0,0,23,Middlesbrough,Chelsea,Southampton,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasper,Schmeichel,GLK,LEI,4900000,8,41,3.7,7.55102040816327E-07,8.36734693877551E-06,0,369534,1,15,0,46,0,0,0,8.4,1926,-1,0,41,1,0.4,0,1.8,5,0,3,0,0,5.7,74245,0,475,0,0,956,2288,0,0,224,Middlesbrough,Chelsea,Southampton,Burnley,Man Utd,3.1,4.3,3.7,2.2,3.8,3.1,5.5,5.1,4.1,3.9,5.3,4.6,2.9,3.7,5,3.3,4.7,3.1,5.4
Morgan,Schneiderlin,MID,MUN,4600000,0,3,0.0526315789473684,1.1441647597254E-08,6.52173913043478E-07,0,11085,0,1,0,0,0,0,0,0.7,84,-4,0,3,4,0,0,0,0,0,0,0,0,0.2,1909,0,317,0,0,14,124,0,0,9,West Ham,Liverpool,Stoke,Hull City,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bastian,Schweinsteiger,MID,MUN,5100000,0,0,0,0,0,0,6242,0,0,0,0,0,0,0,0,37,-4,0,0,4,0,0,0,0,0,0,0,0,0.1,1018,0,200,0,0,0,23,0,0,0,West Ham,Liverpool,Stoke,Hull City,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan,Shaqiri,MID,STK,6200000,2,46,3.8,6.12903225806452E-07,7.41935483870968E-06,0,438792,1,9,0,0,0,3,0,7.4,4842,-3,0,46,3,0.2,0,1.3,5,0,5,0,0,3.5,230736,0,302,0,1,912,2475,0,0,134,Watford,Sunderland,Man Utd,Everton,West Brom,4.5,4.3,3.8,4,3.3,3.5,2.4,4.1,2.7,3,3.6,3.2,2.8,4,3.6,3.7,3,2.8,3.1
Luke,Shaw,DEF,MUN,5200000,0,28,0.491228070175439,9.44669365721997E-08,5.38461538461538E-06,0,825208,0,5,0,0,0,0,0,5.4,3530,-3,0,28,3,0,0,0,2,0,3,0,1,7.4,367101,0,92,0,1,525,174,0,0,132,West Ham,Liverpool,Stoke,Hull City,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Ryan,Shawcross,DEF,STK,4900000,0,38,2.4,4.89795918367347E-07,7.75510204081633E-06,0,83460,3,29,0,0,0,0,0,7.8,1895,-1,0,38,1,0.2,0,1.2,2,0,3,0,2,1.6,60963,0,176,0,1,1440,772,0,0,244,Watford,Sunderland,Man Utd,Everton,West Brom,2.3,1.5,1.7,2.3,2,2.4,1.8,2.2,1.9,2,1.2,1.4,2.8,2.6,1.9,3.2,2,3.1,2.3
,Sheyi Ojo,MID,LIV,4700000,0,0,0,0,0,0,843,0,0,0,0,0,0,0,0,3,-3,0,0,3,0,0,0,0,0,0,0,0,0,127,0,81,0,0,0,1,0,0,0,Sunderland,Man Utd,Swansea,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gylfi,Sigurdsson,MID,SWA,7400000,2,85,4.5,6.08108108108108E-07,1.14864864864865E-05,0,439256,1,44,0,0,0,5,0,11.3,89140,-1,1,85,1,0.5,0,3.8,8,0,2,0,5,7.2,427906,0,586,0,2,1617,3330,-1,0,326,Crystal Palace,Arsenal,Liverpool,Southampton,Man City,4.4,3.7,2.7,4.9,3.6,6.3,3.4,6.4,4.4,3.9,5.3,4.5,3.6,4.9,4.8,4.4,5.2,5.4,4.9
David,Silva,MID,MCI,8700000,2,60,3.5,4.02298850574713E-07,6.89655172413793E-06,0,202304,2,18,0,0,0,1,0,6.9,2576,-3,0,60,3,0.6,0,5,5,0,4,0,5,2.3,66582,0,351,0,0,1425,4910,0,0,302,Burnley,Everton,Tottenham,West Ham,Swansea,4.6,2.8,3.1,2.4,3.5,2.6,3.4,3.8,3.3,2.4,2.1,2.2,3.6,2.7,3.4,3.2,3.1,4.5,3.4
Danny,Simpson,DEF,LEI,4900000,5,34,2,4.08163265306122E-07,6.93877551020408E-06,0,74703,8,25,0,0,0,0,0,6.9,941,-1,0,34,1,0.2,0,1,1,0,4,0,1,1.2,19382,0,390,0,0,1465,322,0,0,237,Middlesbrough,Chelsea,Southampton,Burnley,Man Utd,1.1,1.7,1.4,1,1.4,1.1,2.4,2.2,1.8,1.7,2.3,1.9,1,1.4,2.1,1.2,1.9,1.1,2.4
Joshua,Sims,MID,SOU,4200000,1,8,0.140350877192982,3.34168755221387E-08,1.9047619047619E-06,0,7899,0,1,0,0,0,0,0,1.9,2093,-3,0,8,3,0.1,0,0.3,0,0,1,0,1,0.3,18818,0,0,0,0,132,5048,0,0,35,Everton,Burnley,Leicester,Swansea,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jerome,Sinclair,FWD,WAT,4800000,1,5,0.087719298245614,1.82748538011696E-08,1.04166666666667E-06,0,15494,0,1,0,0,0,0,0,1,222,-2,0,5,2,0.2,0,0.8,0,0,0,0,0,0.3,6329,0,0,0,0,94,142,0,0,10,Stoke,Middlesbrough,Bournemouth,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moussa,Sissoko,MID,TOT,6700000,0,28,0.491228070175439,7.33176224142446E-08,4.17910447761194E-06,0,12064,2,2,0,0,0,0,0,4.2,467,-3,0,28,3,0.4,0,2.7,0,0,4,0,3,0.1,12140,0,0,0,0,565,150,0,0,95,Chelsea,West Brom,Man City,Sunderland,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Islam,Slimani,FWD,LEI,8300000,9,58,4.5,5.42168674698795E-07,6.98795180722892E-06,0,130719,1,14,0,0,0,5,0,7,2653,-2,0,58,2,0.5,0,3.8,7,0,5,0,3,1,148389,0,0,0,1,903,4009,0,0,192,Middlesbrough,Chelsea,Southampton,Burnley,Man Utd,4.2,5.1,3.9,3.8,5.7,5.1,6.4,6.7,4,4.4,6,6.8,3.9,5.2,6.1,4.3,6.3,4.5,6.1
Chris,Smalling,DEF,MUN,5800000,2,22,0.385964912280702,6.65456745311555E-08,3.79310344827586E-06,0,49031,0,10,0,0,0,1,0,3.8,263,-2,0,22,2,0.1,0,0.5,0,0,1,0,0,1,17082,0,381,0,0,525,458,0,0,114,West Ham,Liverpool,Stoke,Hull City,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Adam,Smith,DEF,BOU,4700000,1,53,2.9,6.17021276595745E-07,1.12765957446809E-05,0,313719,5,31,0,0,0,1,0,11,31142,2,1,53,-2,0.4,0,1.8,3,0,4,0,3,9.4,571844,0,297,0,1,1548,2393,-1,0,318,Arsenal,Hull City,Watford,Crystal Palace,Everton,4.2,2.6,3.3,3.4,2,3.2,2.3,1.7,4.3,3.2,2.7,2.7,3,2,3.3,1.7,3.8,3.7,1.4
Bradley,Smith,DEF,BOU,4000000,0,1,0.0175438596491228,4.3859649122807E-09,2.5E-07,0,132425,1,4,0,0,0,0,0,0.3,3784,0,0,1,0,0.1,0,0.2,0,0,0,0,0,3,68610,0,35,0,0,156,1567,0,0,11,Arsenal,Hull City,Watford,Crystal Palace,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
